date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
2021-01-31,New Mexico,264147,317900,204968,56314,9144
2021-02-01,New Mexico,275224,317900,212216,60099,10079
2021-02-02,New Mexico,277617,351050,213941,60740,9640
2021-02-03,New Mexico,284830,356150,219033,62821,9679
2021-02-04,New Mexico,294566,364775,224290,67246,9982
2021-02-05,New Mexico,306945,364875,231864,71951,9741
2021-02-06,New Mexico,322611,364875,240516,78774,10613
2021-02-07,New Mexico,331793,364875,245330,83100,9664
2021-02-08,New Mexico,342786,364875,251082,87916,9652
2021-02-09,New Mexico,346064,405500,253534,88738,9778
2021-02-10,New Mexico,354627,411350,258073,92720,9971
2021-02-11,New Mexico,369864,428675,264105,101665,10757
2021-02-12,New Mexico,388806,429950,272325,111954,11694
2021-02-13,New Mexico,399911,429950,276820,118379,11043
2021-02-14,New Mexico,419882,429950,286538,128316,12584
2021-02-15,New Mexico,,,,,12691
2021-02-16,New Mexico,443359,448500,300709,137520,13899
2021-02-17,New Mexico,447379,454350,302820,139262,13250
2021-02-18,New Mexico,456034,454450,306504,144049,12310
2021-02-19,New Mexico,562580,599575,379606,177122,24825
2021-02-20,New Mexico,578916,605885,386679,186104,25572
2021-02-21,New Mexico,595951,605885,394841,194771,25153
2021-02-22,New Mexico,604732,605885,399799,198486,24730
2021-02-23,New Mexico,612496,660415,404641,201402,24162
2021-02-24,New Mexico,618666,680475,407609,204402,24470
2021-02-25,New Mexico,634845,705015,415888,212211,25544
2021-02-26,New Mexico,657118,736165,428030,222306,13505
2021-02-27,New Mexico,678087,738705,439875,231157,14167
2021-02-28,New Mexico,705538,738705,456360,241550,15655
2021-03-01,New Mexico,711612,738705,458941,244734,15269
2021-03-02,New Mexico,721489,800425,463801,249716,15570
2021-03-03,New Mexico,735930,821845,472126,255621,16752
2021-03-04,New Mexico,743904,862495,476091,259543,15580
2021-03-05,New Mexico,765965,894645,489800,267819,15550
2021-03-06,New Mexico,801111,901345,508127,284532,17575
2021-03-07,New Mexico,814029,901345,515590,289944,15499
2021-01-12,New York State,579532,1622100,543014,36422,
2021-01-13,New York State,632473,1796850,587865,44512,52941
2021-01-14,New York State,688576,1872625,617596,,54522
2021-01-15,New York State,757466,1884325,671311,73523,59311
2021-01-16,New York State,,,,,59662
